SK_ESCOLA,NO_ENTIDADE,CO_MUNICIPIO,SG_UF,NM_REGIAO,TP_LOCALIZACAO,IDHM,SEL_RECOMENDADO,SCORE_ADERENCIA_SELO
35000895,Academia Fênix 896,3301702,RJ,Sudeste,1,0.711,Compartilha,56.21
35000264,Centro Educacional Santa Cruz 265,3550308,SP,Sudeste,2,0.805,Compartilha,54.05
35000770,Liceu Santo Agostinho 771,4118204,PR,Sul,1,0.75,Farias Brito,62.28
35001098,Escola Vanguard 1099,4106902,PR,Sul,1,0.823,Kepler,61.69
35001092,Liceu Santo Agostinho 1093,3304557,RJ,Sudeste,2,0.799,Kepler,60.33
35000964,Escola Santo Agostinho 965,3170206,MG,Sudeste,1,0.789,Compartilha,64.48
35000553,Liceu Pionero 554,2304202,CE,Nordeste,1,0.713,Farias Brito,67.34
35001032,Academia São José 1033,4106902,PR,Sul,1,0.823,Kepler,59.9
35000913,Liceu Integral 914,2609600,PE,Nordeste,1,0.735,Kepler,52.4
35000452,Colégio Elite 453,2611101,PE,Nordeste,1,0.697,Kepler,54.12
35000800,Academia Elite 801,3136702,MG,Sudeste,1,0.778,Kepler,68.57
35000386,Escola Santa Cruz 387,2611101,PE,Nordeste,1,0.697,Compartilha,55.73
35000574,Instituto de Ensino Nossa Senhora 575,4304606,RS,Sul,1,0.782,Compartilha,64.18
35000979,Centro Educacional Marista 980,2609600,PE,Nordeste,1,0.735,Compartilha,57.43
35001095,Colégio Saber 1096,3106200,MG,Sudeste,2,0.81,Kepler,59.83
35001083,Centro Educacional Elite 1084,5208707,GO,Centro-Oeste,1,0.799,Kepler,61.31
35000330,Escola Pionero 331,3550308,SP,Sudeste,1,0.805,Uno,70.21
35000529,Colégio Futuro 530,3509502,SP,Sudeste,1,0.805,Uno,58.3
35001071,Colégio Santo Agostinho 1072,4205407,SC,Sul,1,0.847,Compartilha,58.8
35000455,Academia Vanguard 456,2313500,CE,Nordeste,1,0.714,Compartilha,50.2
35000249,Escola Saber 250,2927408,BA,Nordeste,1,0.759,Kepler,61.16
35000321,Academia Marista 322,2304400,CE,Nordeste,1,0.754,Kepler,58.94
35000633,Colégio Futuro 634,3106200,MG,Sudeste,1,0.81,Uno,63.66
35000580,Academia Albert Einstein 581,2910800,BA,Nordeste,1,0.712,Compartilha,55.13
35000443,Centro Educacional Vanguard 444,4316907,RS,Sul,1,0.784,Kepler,64.13
35000130,Liceu Santo Agostinho 131,2111300,MA,Nordeste,1,0.768,Farias Brito,57.62
35000675,Escola Saber 676,4205407,SC,Sul,1,0.847,Kepler,56.28
35000720,Escola Dom Bosco 721,5208707,GO,Centro-Oeste,1,0.799,Uno,61.05
35000904,Academia Nossa Senhora 905,4304606,RS,Sul,1,0.782,Compartilha,62.15
35000592,Centro Educacional Saber 593,2111300,MA,Nordeste,1,0.768,Kepler,62.83
35001113,Academia Elite 1114,2304400,CE,Nordeste,1,0.754,Kepler,59.05
35000583,Academia Albert Einstein 584,2609600,PE,Nordeste,1,0.735,Compartilha,61.01
35000032,Escola Pionero 33,5002704,MS,Centro-Oeste,1,0.784,Farias Brito,58.31
35000309,Academia Anchieta 310,4314902,RS,Sul,1,0.805,Compartilha,52.37
35000824,Centro Educacional Santo Agostinho 825,5002704,MS,Centro-Oeste,1,0.784,Kepler,62.56
35000693,Escola Marista 694,3550308,SP,Sudeste,1,0.805,Compartilha,59.37
35000919,Colégio São José 920,5300108,DF,Centro-Oeste,1,0.824,Kepler,49.82
35000782,Escola Nossa Senhora 783,2611101,PE,Nordeste,2,0.697,Kepler,50.08
35000163,Escola Santa Cruz 164,2111300,MA,Nordeste,1,0.768,Farias Brito,57.72
35000514,Instituto de Ensino Alfa 515,2910800,BA,Nordeste,1,0.712,Farias Brito,66.97
35000172,Colégio Elite 173,3170206,MG,Sudeste,1,0.789,Compartilha,63.32
35001041,Colégio Objetivo 1042,2927408,BA,Nordeste,2,0.759,Compartilha,57.21
35001089,Colégio Alfa 1090,3550308,SP,Sudeste,1,0.805,Uno,63.07
35000297,Centro Educacional Dom Bosco 298,3550308,SP,Sudeste,1,0.805,Kepler,57.79
35000791,Colégio Futuro 792,5002704,MS,Centro-Oeste,1,0.784,Farias Brito,60.42
35000946,Escola Saber 947,2609600,PE,Nordeste,1,0.735,Farias Brito,63.14
35001199,Colégio Anchieta 1200,4118204,PR,Sul,1,0.75,Kepler,64.86
35000243,Colégio Progresso 244,4314902,RS,Sul,1,0.805,Uno,76.64
35000288,Colégio Anchieta 289,2304400,CE,Nordeste,2,0.754,Farias Brito,63.47
35000648,Colégio Objetivo 649,2611606,PE,Nordeste,1,0.772,Kepler,60.9
35000011,Instituto de Ensino Vanguard 12,4118204,PR,Sul,1,0.75,Kepler,63.28
35000505,Escola São José 506,4113700,PR,Sul,1,0.788,Uno,65.02
35000300,Liceu Exponencial 301,3304557,RJ,Sudeste,1,0.799,Kepler,57.17
35001029,Liceu Albert Einstein 1030,3106200,MG,Sudeste,1,0.81,Uno,72.34
35000568,Academia São José 569,3170206,MG,Sudeste,2,0.789,Compartilha,58.91
35000773,Centro Educacional Objetivo 774,4316907,RS,Sul,1,0.784,Uno,63.75
35000910,Academia Exponencial 911,2910800,BA,Nordeste,1,0.712,Farias Brito,62.28
35000407,Academia Fênix 408,4118204,PR,Sul,1,0.75,Compartilha,56.98
35000169,Academia Elite 170,3301702,RJ,Sudeste,1,0.711,Farias Brito,71.95
35000395,Escola Santa Cruz 396,5002704,MS,Centro-Oeste,1,0.784,Kepler,62.67
35000812,Instituto de Ensino Pionero 813,2933307,BA,Nordeste,1,0.718,Farias Brito,71.38
35000392,Escola Marista 393,1302603,AM,Norte,1,0.737,Farias Brito,61.23
35000699,Liceu Santo Agostinho 700,3106200,MG,Sudeste,1,0.81,Kepler,62.71
35000922,Colégio Alfa 923,2111300,MA,Nordeste,1,0.768,Farias Brito,72.77
35001122,Centro Educacional Santa Cruz 1123,3550308,SP,Sudeste,1,0.805,Uno,64.96
35000767,Academia Exponencial 768,3136702,MG,Sudeste,1,0.778,Kepler,67.6
35000193,Colégio Integral 194,5300108,DF,Centro-Oeste,1,0.824,Uno,57.75
35000139,Centro Educacional Objetivo 140,3170206,MG,Sudeste,1,0.789,Kepler,63.37
35000535,Centro Educacional Pionero 536,3170206,MG,Sudeste,2,0.789,Uno,69.37
35000937,Centro Educacional Marista 938,4304606,RS,Sul,1,0.782,Kepler,64.29
35000991,Centro Educacional Santo Agostinho 992,3509502,SP,Sudeste,1,0.805,Compartilha,64.28
35001056,Academia Saber 1057,3550308,SP,Sudeste,2,0.805,Uno,62.3
35000252,Escola Anchieta 253,2611606,PE,Nordeste,1,0.772,Compartilha,65.18
35001116,Liceu Progresso 1117,5208707,GO,Centro-Oeste,1,0.799,Kepler,63.58
35001035,Centro Educacional Pionero 1036,4314902,RS,Sul,2,0.805,Uno,60.71
35000434,Liceu Santa Cruz 435,3303302,RJ,Sudeste,1,0.837,Kepler,53.62
35000809,Instituto de Ensino Saber 810,4202404,SC,Sul,1,0.806,Compartilha,60.04
35001193,Escola Santa Cruz 1194,3303302,RJ,Sudeste,1,0.837,Compartilha,49.98
35001077,Liceu Santo Agostinho 1078,2611606,PE,Nordeste,1,0.772,Farias Brito,66.94
35001190,Liceu Saber 1191,3549805,SP,Sudeste,1,0.807,Uno,62.7
35000416,Centro Educacional São José 417,2933307,BA,Nordeste,1,0.718,Compartilha,54.3
35000589,Escola Vanguard 590,5300108,DF,Centro-Oeste,1,0.824,Uno,54.81
35000860,Escola Santo Agostinho 861,3549805,SP,Sudeste,1,0.807,Uno,72.76
35000333,Centro Educacional Albert Einstein 334,3304557,RJ,Sudeste,1,0.799,Uno,61.27
35000202,Colégio Anchieta 203,3301702,RJ,Sudeste,1,0.711,Compartilha,55.55
35000544,Academia Objetivo 545,4209102,SC,Sul,1,0.809,Compartilha,57.17
35000068,Colégio Fênix 69,3549805,SP,Sudeste,2,0.807,Uno,68.28
35000142,Academia Santo Agostinho 143,4113700,PR,Sul,1,0.788,Compartilha,60.41
35001160,Escola Anchieta 1161,3303302,RJ,Sudeste,1,0.837,Kepler,52.03
35000857,Liceu Saber 858,5002704,MS,Centro-Oeste,1,0.784,Kepler,62.62
35000517,Instituto de Ensino Futuro 518,2609600,PE,Nordeste,1,0.735,Kepler,53.55
35000961,Academia Dom Bosco 962,3301702,RJ,Sudeste,1,0.711,Farias Brito,57.1
35000934,Colégio Santa Cruz 935,4113700,PR,Sul,1,0.788,Uno,64.57
35000324,Colégio Futuro 325,5208707,GO,Centro-Oeste,1,0.799,Uno,67.94
35000371,Instituto de Ensino Santo Agostinho 372,3136702,MG,Sudeste,1,0.778,Uno,62.25
35001163,Centro Educacional Santa Cruz 1164,3136702,MG,Sudeste,1,0.778,Kepler,66.02
35000398,Liceu Pionero 399,3549805,SP,Sudeste,1,0.807,Kepler,57.81
35000440,Liceu Santo Agostinho 441,4118204,PR,Sul,2,0.75,Compartilha,54.06
35000943,Colégio Santa Cruz 944,2910800,BA,Nordeste,1,0.712,Kepler,50.5
35000663,Academia Elite 664,3304557,RJ,Sudeste,1,0.799,Kepler,61.3
35000255,Escola Albert Einstein 256,2304400,CE,Nordeste,1,0.754,Farias Brito,76.22
35000639,Instituto de Ensino Dom Bosco 640,4314902,RS,Sul,1,0.805,Compartilha,63.55
35000779,Centro Educacional Futuro 780,2933307,BA,Nordeste,1,0.718,Farias Brito,72.31
35000931,Escola Marista 932,3170206,MG,Sudeste,1,0.789,Uno,64.43
35001175,Escola Santo Agostinho 1176,2933307,BA,Nordeste,1,0.718,Farias Brito,53.33
35000246,Instituto de Ensino Elite 247,4205407,SC,Sul,1,0.847,Uno,62.43
35000261,Centro Educacional Nossa Senhora 262,1501402,PA,Norte,1,0.746,Farias Brito,77.2
35001119,Instituto de Ensino São José 1120,1501402,PA,Norte,1,0.746,Farias Brito,72.93
35000038,Escola Elite 39,3303302,RJ,Sudeste,2,0.837,Kepler,51.61
35000821,Instituto de Ensino Exponencial 822,1302603,AM,Norte,1,0.737,Kepler,61.57
35000982,Liceu Marista 983,2304202,CE,Nordeste,1,0.713,Compartilha,48.63
35000586,Colégio Elite 587,2304202,CE,Nordeste,1,0.713,Farias Brito,67.65
35001181,Instituto de Ensino Dom Bosco 1182,2313500,CE,Nordeste,1,0.714,Farias Brito,66.61
35000785,Colégio Albert Einstein 786,2313500,CE,Nordeste,1,0.714,Kepler,54.66
35001107,Colégio Progresso 1108,2927408,BA,Nordeste,1,0.759,Kepler,57.77
35000178,Centro Educacional Saber 179,4304606,RS,Sul,1,0.782,Kepler,61.77
35000401,Instituto de Ensino Santo Agostinho 402,3303302,RJ,Sudeste,1,0.837,Uno,65.77
35000532,Liceu Albert Einstein 533,3301702,RJ,Sudeste,1,0.711,Farias Brito,62.96
35000550,Colégio Pionero 551,2609600,PE,Nordeste,1,0.735,Farias Brito,68.22
35000071,Colégio Pionero 72,3303302,RJ,Sudeste,1,0.837,Uno,58.15
35000431,Colégio Anchieta 432,3549805,SP,Sudeste,2,0.807,Compartilha,60.96
35000901,Instituto de Ensino Objetivo 902,4113700,PR,Sul,1,0.788,Uno,69.99
35000109,Colégio Santa Cruz 110,4113700,PR,Sul,2,0.788,Uno,58.22
35000717,Colégio Elite 718,2304400,CE,Nordeste,1,0.754,Kepler,58.53
35000422,Escola Santo Agostinho 423,2313500,CE,Nordeste,1,0.714,Farias Brito,72.13
35000014,Escola Marista 15,4316907,RS,Sul,1,0.784,Compartilha,60.87
35000303,Academia Santa Cruz 304,3106200,MG,Sudeste,1,0.81,Compartilha,63.66
35000157,Liceu Futuro 158,2304202,CE,Nordeste,1,0.713,Compartilha,53.62
35000449,Instituto de Ensino Nossa Senhora 450,2933307,BA,Nordeste,1,0.718,Kepler,52.21
35000148,Colégio Objetivo 149,4209102,SC,Sul,1,0.809,Uno,67.67
35000848,Academia Nossa Senhora 849,2611101,PE,Nordeste,1,0.697,Compartilha,53.99
35000708,Instituto de Ensino Santo Agostinho 709,4205407,SC,Sul,1,0.847,Uno,50.77
35000976,Centro Educacional Vanguard 977,2910800,BA,Nordeste,1,0.712,Farias Brito,60.14
35000383,Escola Elite 384,2933307,BA,Nordeste,1,0.718,Kepler,54.07
35000577,Instituto de Ensino Anchieta 578,4209102,SC,Sul,1,0.809,Kepler,59.38
35000199,Escola Exponencial 200,3509502,SP,Sudeste,1,0.805,Kepler,61.24
35000949,Instituto de Ensino Elite 950,2304202,CE,Nordeste,1,0.713,Farias Brito,53.54
35000827,Colégio Nossa Senhora 828,3549805,SP,Sudeste,1,0.807,Compartilha,55.44
35000446,Escola Santo Agostinho 447,4202404,SC,Sul,1,0.806,Compartilha,70.89
35000136,Liceu Progresso 137,3301702,RJ,Sudeste,1,0.711,Farias Brito,62.76
35000797,Escola Alfa 798,3303302,RJ,Sudeste,1,0.837,Kepler,53.07
35000318,Escola Dom Bosco 319,2611606,PE,Nordeste,1,0.772,Kepler,63.51
35001172,Instituto de Ensino Objetivo 1173,4202404,SC,Sul,1,0.806,Uno,71.01
35001196,Escola Progresso 1197,3136702,MG,Sudeste,1,0.778,Kepler,60.89
35000306,Academia Albert Einstein 307,4106902,PR,Sul,1,0.823,Uno,64.95
35000958,Colégio Futuro 959,3509502,SP,Sudeste,1,0.805,Compartilha,57.52
35000788,Academia Marista 789,1302603,AM,Norte,1,0.737,Compartilha,62.84
35000008,Liceu Exponencial 9,3136702,MG,Sudeste,1,0.778,Uno,56.74
35000380,Academia Albert Einstein 381,4202404,SC,Sul,1,0.806,Kepler,58.88
35000115,Instituto de Ensino Pionero 116,4209102,SC,Sul,1,0.809,Uno,60.23
35001074,Liceu Nossa Senhora 1075,2927408,BA,Nordeste,1,0.759,Kepler,59.69
35000389,Centro Educacional Objetivo 390,2313500,CE,Nordeste,1,0.714,Farias Brito,65.41
35001101,Liceu Santo Agostinho 1102,4314902,RS,Sul,1,0.805,Uno,70.66
35000556,Escola Pionero 557,5300108,DF,Centro-Oeste,1,0.824,Kepler,49.07
35000065,Escola Albert Einstein 66,5002704,MS,Centro-Oeste,1,0.784,Uno,62.66
35000952,Liceu Albert Einstein 953,5300108,DF,Centro-Oeste,1,0.824,Compartilha,51.25
35000160,Centro Educacional Fênix 161,5300108,DF,Centro-Oeste,1,0.824,Kepler,48.35
35000050,Colégio Vanguard 51,4202404,SC,Sul,1,0.806,Kepler,64.34
35000059,Academia Fênix 60,2313500,CE,Nordeste,1,0.714,Compartilha,55.46
35000044,Liceu Anchieta 45,4118204,PR,Sul,1,0.75,Compartilha,74.0
35000955,Liceu Santa Cruz 956,2111300,MA,Nordeste,1,0.768,Farias Brito,56.46
35000681,Escola Santa Cruz 682,2611606,PE,Nordeste,1,0.772,Compartilha,69.27
35001187,Instituto de Ensino Alfa 1188,5002704,MS,Centro-Oeste,1,0.784,Kepler,61.66
35001026,Colégio Marista 1027,3304557,RJ,Sudeste,1,0.799,Uno,61.99
35000273,Instituto de Ensino Progresso 274,4106902,PR,Sul,1,0.823,Uno,73.73
35000467,Liceu Exponencial 468,3303302,RJ,Sudeste,1,0.837,Uno,62.62
35000291,Liceu Anchieta 292,5208707,GO,Centro-Oeste,1,0.799,Kepler,59.96
35000184,Escola Santa Cruz 185,2910800,BA,Nordeste,1,0.712,Farias Brito,60.83
35001050,Instituto de Ensino Anchieta 1051,5208707,GO,Centro-Oeste,1,0.799,Kepler,65.08
35000282,Academia Vanguard 283,2927408,BA,Nordeste,2,0.759,Kepler,59.27
35000803,Academia Progresso 804,4118204,PR,Sul,2,0.75,Uno,58.16
35000666,Academia Vanguard 667,3106200,MG,Sudeste,2,0.81,Compartilha,62.14
35000377,Escola Saber 378,4316907,RS,Sul,1,0.784,Uno,61.25
35000419,Escola Vanguard 420,2611101,PE,Nordeste,1,0.697,Kepler,50.72
35000511,Centro Educacional Nossa Senhora 512,4209102,SC,Sul,1,0.809,Kepler,56.63
35000187,Liceu Exponencial 188,2609600,PE,Nordeste,1,0.735,Farias Brito,70.8
35000404,Colégio Objetivo 405,3136702,MG,Sudeste,1,0.778,Farias Brito,62.75
35000562,Colégio Elite 563,3509502,SP,Sudeste,1,0.805,Uno,70.78
35000654,Centro Educacional Alfa 655,5208707,GO,Centro-Oeste,1,0.799,Uno,64.38
35000598,Liceu Nossa Senhora 599,3301702,RJ,Sudeste,1,0.711,Compartilha,56.92
35000806,Liceu Vanguard 807,4316907,RS,Sul,1,0.784,Farias Brito,51.59
35000017,Escola São José 18,4202404,SC,Sul,1,0.806,Kepler,65.59
35000410,Academia Integral 411,4316907,RS,Sul,1,0.784,Kepler,59.99
35000526,Centro Educacional Santo Agostinho 527,2111300,MA,Nordeste,1,0.768,Farias Brito,67.93
35000940,Centro Educacional Futuro 941,4209102,SC,Sul,2,0.809,Uno,66.29
35000842,Centro Educacional Vanguard 843,4202404,SC,Sul,2,0.806,Uno,59.65
35000154,Liceu Integral 155,2609600,PE,Nordeste,1,0.735,Kepler,55.46
35001184,Liceu Anchieta 1185,1302603,AM,Norte,1,0.737,Kepler,64.78
35000690,Academia Elite 691,1501402,PA,Norte,1,0.746,Kepler,61.73
35000112,Centro Educacional Alfa 113,4304606,RS,Sul,1,0.782,Uno,70.56
35000776,Instituto de Ensino Exponencial 777,4202404,SC,Sul,1,0.806,Uno,70.12
35000145,Liceu Santa Cruz 146,4304606,RS,Sul,2,0.782,Uno,63.32
35000925,Escola Progresso 926,3509502,SP,Sudeste,1,0.805,Kepler,61.04
35000276,Academia Saber 277,4314902,RS,Sul,1,0.805,Uno,77.33
35000315,Escola Progresso 316,2927408,BA,Nordeste,1,0.759,Kepler,62.87
35001053,Colégio São José 1054,1501402,PA,Norte,1,0.746,Farias Brito,77.52
35000175,Centro Educacional Alfa 176,4113700,PR,Sul,1,0.788,Kepler,67.69
35001166,Colégio Dom Bosco 1167,4118204,PR,Sul,1,0.75,Farias Brito,65.54
35000818,Instituto de Ensino Saber 819,2313500,CE,Nordeste,1,0.714,Compartilha,59.3
35000678,Escola Albert Einstein 679,2927408,BA,Nordeste,1,0.759,Kepler,56.15
35001068,Instituto de Ensino São José 1069,4314902,RS,Sul,1,0.805,Kepler,58.58
35000726,Centro Educacional Objetivo 727,3550308,SP,Sudeste,1,0.805,Kepler,56.46
35000270,Colégio Objetivo 271,3106200,MG,Sudeste,1,0.81,Uno,76.09
35000642,Academia Fênix 643,4205407,SC,Sul,1,0.847,Uno,57.6
35000508,Liceu Objetivo 509,4304606,RS,Sul,1,0.782,Compartilha,63.03
35000181,Escola São José 182,4209102,SC,Sul,1,0.809,Kepler,57.04
35001178,Academia Saber 1179,2611101,PE,Nordeste,1,0.697,Kepler,52.18
35000267,Centro Educacional Saber 268,3304557,RJ,Sudeste,1,0.799,Kepler,64.16
35000520,Instituto de Ensino Albert Einstein 521,2304202,CE,Nordeste,1,0.713,Farias Brito,64.53
35000687,Centro Educacional Elite 688,5208707,GO,Centro-Oeste,1,0.799,Uno,66.8
35000907,Academia Exponencial 908,4209102,SC,Sul,1,0.809,Uno,58.55
35000898,Escola Nossa Senhora 899,3170206,MG,Sudeste,1,0.789,Kepler,59.99
35000029,Centro Educacional Futuro 30,1302603,AM,Norte,1,0.737,Kepler,62.3
35000571,Liceu Nossa Senhora 572,4113700,PR,Sul,1,0.788,Kepler,63.98
35001110,Liceu São José 1111,2611606,PE,Nordeste,1,0.772,Farias Brito,62.05
35000854,Liceu Objetivo 855,1302603,AM,Norte,2,0.737,Kepler,62.14
35000973,Escola Progresso 974,4209102,SC,Sul,1,0.809,Uno,62.44
35000723,Escola Progresso 724,1501402,PA,Norte,1,0.746,Farias Brito,65.91
35000205,Escola Fênix 206,3170206,MG,Sudeste,1,0.789,Uno,62.25
35000967,Colégio Saber 968,4113700,PR,Sul,1,0.788,Uno,61.09
35000190,Escola Albert Einstein 191,2304202,CE,Nordeste,1,0.713,Farias Brito,58.57
35000151,Colégio Fênix 152,2910800,BA,Nordeste,1,0.712,Farias Brito,56.25
35000121,Escola São José 122,2609600,PE,Nordeste,1,0.735,Kepler,55.08
35000839,Centro Educacional Nossa Senhora 840,4316907,RS,Sul,1,0.784,Uno,62.8
35000240,Instituto de Ensino Santa Cruz 241,4106902,PR,Sul,1,0.823,Uno,64.92
35001044,Escola Objetivo 1045,2611606,PE,Nordeste,1,0.772,Farias Brito,67.04
35000133,Instituto de Ensino Albert Einstein 134,3509502,SP,Sudeste,1,0.805,Compartilha,66.33
35000502,Colégio Vanguard 503,3170206,MG,Sudeste,1,0.789,Uno,66.32
35000651,Instituto de Ensino Elite 652,2304400,CE,Nordeste,1,0.754,Kepler,60.35
35000437,Escola Integral 438,3136702,MG,Sudeste,1,0.778,Uno,57.95
35000714,Colégio Futuro 715,2611606,PE,Nordeste,1,0.772,Farias Brito,70.9
35000705,Colégio Vanguard 706,4314902,RS,Sul,2,0.805,Uno,80.46
35000672,Colégio Albert Einstein 673,4314902,RS,Sul,1,0.805,Uno,73.35
35000020,Escola Nossa Senhora 21,2933307,BA,Nordeste,1,0.718,Compartilha,55.7
35001062,Academia Marista 1063,3106200,MG,Sudeste,2,0.81,Compartilha,63.72
35000645,Centro Educacional Exponencial 646,2927408,BA,Nordeste,1,0.759,Farias Brito,69.86
35000258,Liceu Fênix 259,5208707,GO,Centro-Oeste,1,0.799,Kepler,62.4
35000970,Liceu Nossa Senhora 971,4304606,RS,Sul,1,0.782,Uno,62.58
35000124,Academia Nossa Senhora 125,2304202,CE,Nordeste,1,0.713,Compartilha,47.73
35000547,Centro Educacional Santa Cruz 548,2910800,BA,Nordeste,1,0.712,Compartilha,50.42
35000559,Centro Educacional Vanguard 560,2111300,MA,Nordeste,1,0.768,Compartilha,58.01
35000684,Escola Albert Einstein 685,2304400,CE,Nordeste,1,0.754,Kepler,59.3
35000062,Colégio Dom Bosco 63,1302603,AM,Norte,1,0.737,Farias Brito,60.05
35000657,Centro Educacional Exponencial 658,1501402,PA,Norte,1,0.746,Farias Brito,61.78
35000729,Escola Nossa Senhora 730,3304557,RJ,Sudeste,1,0.799,Kepler,59.86
35000836,Colégio Objetivo 837,4118204,PR,Sul,1,0.75,Uno,56.58
35000279,Liceu Progresso 280,4205407,SC,Sul,1,0.847,Kepler,54.87
35000794,Escola Anchieta 795,3549805,SP,Sudeste,1,0.807,Uno,61.53
35000047,Instituto de Ensino Anchieta 48,4316907,RS,Sul,1,0.784,Uno,60.5
35000425,Centro Educacional São José 426,1302603,AM,Norte,1,0.737,Kepler,63.77
35000595,Escola Vanguard 596,3509502,SP,Sudeste,1,0.805,Compartilha,62.93
35000327,Academia Elite 328,1501402,PA,Norte,1,0.746,Farias Brito,54.71
35000294,Escola Fênix 295,1501402,PA,Norte,1,0.746,Farias Brito,70.64
35000336,Colégio Futuro 337,3106200,MG,Sudeste,1,0.81,Uno,70.45
35000464,Centro Educacional Fênix 465,3549805,SP,Sudeste,1,0.807,Compartilha,57.45
35000851,Escola Fênix 852,2313500,CE,Nordeste,1,0.714,Kepler,53.96
35000127,Instituto de Ensino Santa Cruz 128,5300108,DF,Centro-Oeste,1,0.824,Uno,58.25
35001104,Liceu Integral 1105,4205407,SC,Sul,1,0.847,Compartilha,57.52
35000428,Colégio Alfa 429,5002704,MS,Centro-Oeste,1,0.784,Farias Brito,60.35
35000196,Liceu Pionero 197,2111300,MA,Nordeste,1,0.768,Farias Brito,53.92
35000056,Instituto de Ensino Albert Einstein 57,2611101,PE,Nordeste,1,0.697,Farias Brito,57.34
35001086,Colégio Saber 1087,1501402,PA,Norte,1,0.746,Kepler,54.14
35000523,Centro Educacional Vanguard 524,5300108,DF,Centro-Oeste,1,0.824,Kepler,49.4
35000636,Colégio Dom Bosco 637,4106902,PR,Sul,2,0.823,Compartilha,59.89
35000845,Liceu Elite 846,2933307,BA,Nordeste,1,0.718,Farias Brito,64.93
35000166,Instituto de Ensino Santo Agostinho 167,3509502,SP,Sudeste,1,0.805,Kepler,60.77
35000461,Academia São José 462,5002704,MS,Centro-Oeste,1,0.784,Uno,64.51
35000565,Academia Santo Agostinho 566,3301702,RJ,Sudeste,1,0.711,Kepler,54.34
35000916,Academia Nossa Senhora 917,2304202,CE,Nordeste,1,0.713,Farias Brito,62.27
35000538,Colégio Progresso 539,4113700,PR,Sul,1,0.788,Uno,70.48
35000815,Escola Marista 816,2611101,PE,Nordeste,1,0.697,Farias Brito,57.88
35000118,Liceu Saber 119,2910800,BA,Nordeste,1,0.712,Kepler,55.86
35000413,Liceu Santa Cruz 414,4202404,SC,Sul,1,0.806,Uno,72.88
35000312,Instituto de Ensino São José 313,4205407,SC,Sul,1,0.847,Uno,60.32
35000660,Centro Educacional Vanguard 661,3550308,SP,Sudeste,2,0.805,Kepler,60.31
35000023,Academia Vanguard 24,2611101,PE,Nordeste,1,0.697,Farias Brito,56.81
35000002,Colégio Pionero 3,3549805,SP,Sudeste,1,0.807,Uno,62.55
35000985,Colégio Integral 986,5300108,DF,Centro-Oeste,1,0.824,Uno,51.7
35001080,Instituto de Ensino Santa Cruz 1081,2304400,CE,Nordeste,1,0.754,Kepler,54.84
35000285,Liceu Albert Einstein 286,2611606,PE,Nordeste,1,0.772,Farias Brito,66.27
35000899,Academia Vanguard 900,3136702,MG,Sudeste,1,0.778,Uno,58.17
35001024,Colégio São José 1025,3509502,SP,Sudeste,1,0.805,Kepler,58.52
35000673,Escola Anchieta 674,4304606,RS,Sul,1,0.782,Uno,72.33
35000482,Instituto de Ensino Albert Einstein 483,2933307,BA,Nordeste,2,0.718,Compartilha,51.29
35000884,Academia Exponencial 885,2313500,CE,Nordeste,1,0.714,Farias Brito,70.04
35000533,Liceu São José 534,3303302,RJ,Sudeste,1,0.837,Compartilha,53.85
35000354,Centro Educacional Santa Cruz 355,2304400,CE,Nordeste,1,0.754,Kepler,61.64
35000417,Escola Anchieta 418,2611606,PE,Nordeste,1,0.772,Kepler,69.58
35000241,Escola São José 242,4113700,PR,Sul,1,0.788,Uno,64.85
35001146,Escola Vanguard 1147,2304400,CE,Nordeste,2,0.754,Kepler,60.13
35000658,Liceu Santa Cruz 659,2111300,MA,Nordeste,1,0.768,Kepler,60.52
35000953,Academia Progresso 954,1302603,AM,Norte,1,0.737,Kepler,60.33
35001164,Liceu Futuro 1165,4106902,PR,Sul,1,0.823,Kepler,57.46
35000018,Centro Educacional Albert Einstein 19,2927408,BA,Nordeste,1,0.759,Farias Brito,67.85
35000042,Liceu Futuro 43,4106902,PR,Sul,1,0.823,Kepler,57.4
35000661,Liceu Fênix 662,3509502,SP,Sudeste,1,0.805,Uno,69.71
35001075,Instituto de Ensino Saber 1076,2910800,BA,Nordeste,1,0.712,Farias Brito,61.98
35000408,Academia Exponencial 409,4314902,RS,Sul,1,0.805,Uno,70.02
35000622,Escola Alfa 623,5300108,DF,Centro-Oeste,1,0.824,Uno,55.27
35000959,Escola Futuro 960,3549805,SP,Sudeste,1,0.807,Uno,67.86
35000387,Colégio Santa Cruz 388,2304400,CE,Nordeste,1,0.754,Kepler,63.45
35000956,Instituto de Ensino Albert Einstein 957,5002704,MS,Centro-Oeste,1,0.784,Kepler,63.82
35000679,Centro Educacional Alfa 680,2910800,BA,Nordeste,1,0.712,Kepler,54.35
35000301,Academia Alfa 302,3301702,RJ,Sudeste,1,0.711,Kepler,56.23
35001173,Escola Elite 1174,2927408,BA,Nordeste,1,0.759,Farias Brito,60.8
35000548,Escola Pionero 549,2933307,BA,Nordeste,1,0.718,Farias Brito,71.97
35000819,Colégio Pionero 820,5208707,GO,Centro-Oeste,1,0.799,Uno,58.41
35000479,Colégio Marista 480,4202404,SC,Sul,1,0.806,Uno,66.04
35000009,Escola Santo Agostinho 10,4106902,PR,Sul,1,0.823,Compartilha,57.25
