SK_ESCOLA,CO_MUNICIPIO,IN_INTERNET,IN_BANDA_LARGA,QT_COMP_ALUNO,IN_EQUIP_LOUSA_DIGITAL,IN_LABORATORIO_INFORMATICA,IN_LABORATORIO_CIENCIAS,IN_BIBLIOTECA_SALA_LEITURA,IN_INFANTIL,IN_FUNDAMENTAL,IN_MEDIO,IN_INTEGRAL,IN_AUDITORIO,IN_QUADRA_ESPORTES,QT_SALAS_UTILIZADAS,QT_MAT_BAS,QT_DOC_BAS,PROP_DOCENTES_SUPERIOR,SK_DATA
35000540,4314902,1,1,0.374,1,1,1,1,0,1,1,0,1,1,19,1052,70,0.95,20260101
35000541,4304606,1,1,0.664,1,1,1,1,1,1,0,0,1,1,20,538,33,0.9,20260101
35000542,4316907,1,1,0.809,1,1,1,1,1,1,1,1,1,1,17,641,40,0.85,20260101
35000543,4205407,1,1,0.071,0,0,0,1,1,1,0,0,0,0,5,295,16,0.62,20260101
35000544,4209102,1,1,0.518,0,1,1,1,1,1,1,1,1,1,46,3026,216,0.88,20260101
35000545,4202404,1,1,0.626,0,1,0,1,0,1,1,0,1,1,12,583,36,0.89,20260101
35000546,2927408,1,1,0.494,1,1,0,1,0,1,0,0,1,1,15,722,45,0.91,20260101
35000547,2910800,1,1,0.492,1,1,1,1,1,1,1,1,1,1,59,1511,107,0.86,20260101
35000548,2933307,1,1,0.397,1,1,1,1,0,1,1,1,1,1,23,1101,73,0.96,20260101
35000549,2611606,1,1,0.725,1,1,1,1,1,1,0,1,0,1,11,429,26,0.86,20260101
35000550,2609600,1,1,0.29,1,1,1,1,0,1,1,0,1,1,18,1188,79,0.91,20260101
35000551,2611101,1,0,0.03,0,0,0,0,1,1,0,0,0,1,10,142,7,0.67,20260101
35000552,2304400,0,0,0.131,0,0,0,1,1,1,0,0,0,1,8,253,14,0.74,20260101
35000553,2304202,1,1,0.421,0,1,1,1,0,1,1,1,1,1,19,696,46,0.98,20260101
35000554,2313500,1,1,0.554,1,1,1,1,1,1,0,1,1,1,26,2810,200,0.93,20260101
35000555,5208707,1,1,0.111,0,0,0,0,1,1,1,0,0,0,4,111,6,0.56,20260101
35000556,5300108,1,1,0.051,0,0,0,0,0,1,0,0,0,1,8,177,9,0.6,20260101
35000557,1302603,1,0,0.112,0,1,0,0,1,1,0,1,0,1,10,145,8,0.52,20260101
35000558,1501402,1,1,0.375,0,1,1,1,0,1,1,0,1,1,23,732,45,0.84,20260101
35000559,2111300,1,1,0.454,1,1,1,1,1,1,1,1,1,1,44,1447,103,0.95,20260101
35000560,5002704,1,1,0.06,0,1,0,1,0,1,0,0,0,1,11,212,11,0.59,20260101
35000561,3550308,1,1,0.676,1,1,1,1,0,1,1,0,0,1,11,288,18,0.87,20260101
35000562,3509502,1,1,0.67,1,1,1,1,0,1,1,0,1,1,12,548,34,0.87,20260101
35000563,3549805,1,0,0.136,0,0,0,0,1,1,0,0,0,0,6,213,11,0.54,20260101
35000564,3304557,1,1,0.53,1,1,0,1,0,1,1,0,1,1,13,331,20,0.92,20260101
35000565,3301702,0,0,0.037,0,1,0,1,1,1,0,0,0,1,4,134,7,0.72,20260101
35000566,3303302,1,0,0.091,0,0,0,1,1,1,0,1,0,0,11,85,4,0.67,20260101
35000567,3106200,1,1,0.069,0,0,0,1,1,1,1,0,0,1,11,104,5,0.52,20260101
35000568,3170206,1,1,0.55,1,1,1,1,1,1,0,1,1,1,31,1783,127,0.95,20260101
35000569,3136702,1,1,0.022,0,0,0,1,0,1,0,0,0,0,11,191,10,0.67,20260101
35000570,4106902,1,1,0.405,0,1,1,1,1,1,1,1,1,1,33,3022,215,0.91,20260101
35000571,4113700,1,1,0.057,0,0,0,0,0,1,0,0,0,1,10,221,12,0.75,20260101
35000572,4118204,0,0,0.057,0,1,0,1,1,1,1,1,0,0,11,144,8,0.72,20260101
35000573,4314902,1,1,0.494,1,1,1,1,0,1,1,0,1,1,10,520,32,0.85,20260101
35000574,4304606,1,1,0.552,1,1,1,1,1,1,1,1,1,1,34,2875,205,0.9,20260101
35000575,4316907,0,0,0.033,0,0,0,1,1,1,0,0,0,1,4,69,4,0.71,20260101
35000576,4205407,0,0,0.107,0,1,0,1,1,1,0,1,0,0,9,274,15,0.7,20260101
35000577,4209102,0,0,0.087,0,0,0,1,1,1,0,0,0,0,5,105,5,0.59,20260101
35000578,4202404,1,1,0.042,0,0,0,0,0,1,1,0,0,0,8,255,14,0.56,20260101
35000579,2927408,1,1,0.206,0,1,1,1,0,1,1,1,1,1,22,474,31,0.96,20260101
35000580,2910800,1,1,0.332,0,1,1,1,1,1,1,1,1,1,49,2729,194,0.93,20260101
35000581,2933307,1,0,0.131,0,0,0,0,1,1,0,0,0,1,4,191,10,0.62,20260101
35000582,2611606,1,0,0.086,0,0,0,1,1,1,1,0,0,1,5,163,9,0.5,20260101
35000583,2609600,1,1,0.47,1,1,1,1,1,1,1,1,1,1,46,2488,177,0.89,20260101
35000584,2611101,1,1,0.32,0,1,1,1,1,1,1,1,1,1,35,1947,139,0.9,20260101
35000585,2304400,1,1,0.553,0,1,1,1,1,1,1,1,1,1,28,1204,86,0.94,20260101
35000586,2304202,1,1,0.459,1,1,1,1,0,1,1,1,1,1,33,487,32,0.99,20260101
35000587,2313500,1,1,0.505,1,1,1,1,0,1,1,1,1,1,23,695,43,0.83,20260101
35000588,5208707,1,1,0.573,0,1,1,1,1,1,0,1,1,1,20,298,18,0.88,20260101
35000589,5300108,1,1,0.289,0,1,1,1,0,1,1,1,1,1,15,862,57,0.94,20260101
35000590,1302603,1,1,0.455,0,1,1,1,0,1,1,0,1,1,34,487,32,0.9,20260101
35000591,1501402,1,1,0.542,1,1,1,1,1,1,1,1,1,1,49,2543,181,0.87,20260101
35000592,2111300,1,0,0.137,0,0,0,1,1,1,1,0,0,1,6,172,9,0.59,20260101
35000593,5002704,1,1,0.35,1,1,0,1,1,1,0,0,0,1,16,500,31,0.93,20260101
35000594,3550308,1,1,0.33,1,1,1,1,1,1,1,1,1,1,33,1652,118,0.93,20260101
35000595,3509502,1,1,0.384,0,1,1,1,1,1,1,1,1,1,34,2379,169,0.93,20260101
35000596,3549805,1,1,0.343,1,1,1,1,1,1,1,1,1,1,44,1267,90,0.93,20260101
35000597,3304557,1,1,0.384,1,1,1,1,1,1,0,1,1,1,25,2232,159,0.91,20260101
35000598,3301702,1,1,0.419,1,1,1,1,1,1,0,1,1,1,57,2409,172,0.88,20260101
35000599,3303302,0,0,0.077,0,0,0,1,1,1,0,0,0,1,10,82,4,0.66,20260101
35000600,3106200,1,1,0.094,0,0,0,0,1,1,0,0,0,0,8,147,8,0.63,20260101
35000601,3170206,1,1,0.419,1,1,1,1,1,1,1,1,1,1,55,2451,175,0.89,20260101
35000602,3136702,1,1,0.283,1,1,1,1,0,1,1,1,1,1,28,774,51,0.96,20260101
35000603,4106902,1,1,0.114,0,1,0,1,1,1,0,1,0,1,4,290,16,0.67,20260101
35000604,4113700,1,1,0.79,1,1,1,1,0,1,0,0,1,1,16,491,30,0.87,20260101
35000605,4118204,1,1,0.319,1,1,1,1,1,1,1,1,1,1,27,2855,203,0.92,20260101
35000606,4314902,1,1,0.467,1,1,1,1,0,1,1,0,1,1,34,482,32,0.91,20260101
35000607,4304606,1,1,0.08,0,0,0,1,1,1,1,0,0,1,4,182,10,0.66,20260101
35000608,4316907,1,1,0.371,1,1,1,1,1,1,1,1,1,1,48,2179,155,0.93,20260101
35000609,4205407,1,0,0.061,0,0,0,1,0,1,0,0,0,0,11,158,8,0.53,20260101
35000610,4209102,1,1,0.44,0,1,1,1,1,1,1,1,1,1,32,1549,110,0.97,20260101
35000611,4202404,1,1,0.406,1,1,0,1,1,1,0,0,1,1,17,731,45,0.83,20260101
35000612,2927408,1,1,0.231,0,1,1,1,0,1,1,0,1,1,21,446,29,0.99,20260101
35000613,2910800,1,1,0.339,1,1,1,1,1,1,1,1,1,1,42,2952,210,0.91,20260101
35000614,2933307,1,1,0.249,1,1,1,1,0,1,1,1,1,1,28,1110,74,0.95,20260101
35000615,2611606,1,1,0.042,0,0,0,1,1,1,1,0,0,0,4,223,12,0.75,20260101
35000616,2609600,1,1,0.298,1,1,1,1,0,1,1,1,1,1,19,1086,72,0.9,20260101
35000617,2611101,0,0,0.039,0,0,0,0,1,1,0,0,0,1,4,97,5,0.51,20260101
35000618,2304400,1,1,0.762,1,1,1,1,1,1,1,0,1,1,15,338,21,0.81,20260101
35000619,2304202,1,1,0.479,1,1,1,1,1,1,1,1,1,1,33,2975,212,0.93,20260101
35000620,2313500,1,1,0.222,0,1,1,1,0,1,1,1,1,1,32,577,38,0.91,20260101
35000621,5208707,0,0,0.107,0,1,0,1,1,1,0,1,0,0,9,148,8,0.6,20260101
35000622,5300108,1,1,0.271,0,1,1,1,0,1,1,1,1,1,23,636,42,0.91,20260101
35000623,1302603,1,1,0.477,0,1,1,1,0,1,1,1,1,1,25,511,34,0.95,20260101
35000624,1501402,0,0,0.101,0,0,0,1,1,1,0,0,0,0,8,287,15,0.67,20260101
35000625,2111300,1,1,0.317,0,1,1,1,0,1,1,1,1,1,23,860,57,0.95,20260101
35000626,5002704,1,1,0.499,1,1,0,1,0,1,0,0,0,1,16,642,40,0.9,20260101
35000627,3550308,1,1,0.453,1,1,1,1,1,1,1,1,1,1,38,2440,174,0.9,20260101
35000628,3509502,1,1,0.438,0,1,1,1,1,1,0,1,1,1,43,2872,205,0.97,20260101
35000629,3549805,1,1,0.073,0,0,0,0,1,1,0,0,0,0,5,104,5,0.56,20260101
35000630,3304557,1,1,0.355,0,1,1,1,1,1,0,1,1,1,39,2860,204,0.87,20260101
35000631,3301702,1,1,0.614,1,1,0,1,1,1,1,0,0,1,19,728,45,0.92,20260101
35000632,3303302,1,1,0.252,0,1,1,1,1,1,1,1,1,1,50,1387,99,0.91,20260101
35000633,3106200,1,1,0.367,0,1,1,1,0,1,1,1,1,1,25,1134,75,0.95,20260101
35000634,3170206,1,1,0.461,1,1,1,1,0,1,1,1,1,1,15,1155,77,0.92,20260101
35000635,3136702,1,1,0.212,1,1,1,1,0,1,1,1,1,1,20,896,59,0.98,20260101
35000636,4106902,1,1,0.263,1,1,1,1,1,1,1,1,1,1,57,2587,184,0.94,20260101
35000637,4113700,0,0,0.114,0,0,0,1,1,1,0,1,0,1,8,250,13,0.6,20260101
35000638,4118204,1,1,0.133,0,1,0,1,1,1,0,0,0,1,5,341,18,0.67,20260101
35000639,4314902,1,1,0.543,1,1,1,1,1,1,0,1,1,1,50,2110,150,0.91,20260101
35000640,4304606,1,1,0.435,0,1,1,1,0,1,1,1,1,1,24,1090,72,0.99,20260101
35000641,4316907,1,1,0.282,1,1,1,1,0,1,1,1,1,1,30,1038,69,0.93,20260101
35000642,4205407,1,1,0.596,0,1,0,1,1,1,1,0,1,1,12,487,30,0.86,20260101
35000643,4209102,1,1,0.469,1,1,1,1,1,1,0,1,1,1,10,472,29,0.84,20260101
35000644,4202404,1,1,0.024,0,0,0,0,1,1,0,0,0,1,4,225,12,0.68,20260101
35000645,2927408,1,1,0.289,1,1,1,1,0,1,1,0,1,1,25,458,30,0.96,20260101
35000646,2910800,1,1,0.412,1,1,1,1,0,1,1,1,1,1,30,1036,69,0.95,20260101
35000647,2933307,1,1,0.504,1,1,1,1,1,1,0,1,1,1,43,2461,175,0.88,20260101
35000648,2611606,0,0,0.122,0,0,0,1,1,1,1,0,0,1,4,194,10,0.65,20260101
35000649,2609600,1,1,0.37,1,1,0,1,1,1,1,0,1,1,21,418,26,0.91,20260101
35000650,2611101,1,1,0.423,1,1,0,1,0,1,1,1,1,1,14,391,24,0.93,20260101
35000651,2304400,1,1,0.147,0,0,0,0,1,1,0,0,0,0,4,260,14,0.67,20260101
35000652,2304202,1,1,0.513,1,1,1,1,1,1,1,1,1,1,37,3142,224,0.91,20260101
35000653,2313500,1,1,0.529,1,1,1,1,1,1,1,0,1,1,22,296,18,0.93,20260101
35000654,5208707,1,1,0.489,0,1,1,1,0,1,1,0,1,1,17,978,65,0.95,20260101
35000655,5300108,0,0,0.101,0,1,0,1,0,1,1,1,0,0,4,294,16,0.6,20260101
35000656,1302603,1,1,0.104,0,0,0,0,1,1,0,0,0,0,10,68,4,0.51,20260101
35000657,1501402,1,1,0.386,1,1,0,1,1,1,1,1,1,1,12,506,31,0.8,20260101
35000658,2111300,0,0,0.075,0,1,0,1,0,1,0,0,0,1,11,154,8,0.66,20260101
35000659,5002704,1,1,0.224,1,1,1,1,0,1,1,0,1,1,33,1199,79,0.93,20260101
35000660,3550308,1,0,0.078,0,1,0,1,1,1,0,0,0,1,5,129,7,0.64,20260101
35000661,3509502,1,1,0.398,1,1,1,1,0,1,1,0,1,1,33,840,56,0.96,20260101
35000662,3549805,1,0,0.117,0,0,0,1,1,1,0,0,0,0,7,99,5,0.57,20260101
35000663,3304557,1,1,0.049,0,0,0,1,0,1,1,1,0,0,7,313,17,0.57,20260101
35000664,3301702,1,1,0.296,0,1,1,1,0,1,1,1,1,1,32,443,29,0.98,20260101
35000665,3303302,1,0,0.087,0,0,0,1,1,1,1,0,0,0,10,130,7,0.68,20260101
35000666,3106200,1,1,0.368,1,1,1,1,1,1,0,1,1,1,56,2137,152,0.96,20260101
35000667,3170206,1,1,0.653,1,1,0,1,1,1,1,0,0,1,11,689,43,0.92,20260101
35000668,3136702,1,0,0.104,0,0,0,1,0,1,0,0,0,0,11,166,9,0.6,20260101
35000669,4106902,1,1,0.537,0,1,1,1,0,1,1,1,1,1,16,290,18,0.85,20260101
35000670,4113700,1,1,0.462,1,1,1,1,0,1,1,1,1,1,22,668,41,0.83,20260101
35000671,4118204,1,1,0.763,1,1,0,1,1,1,1,1,1,1,21,648,40,0.86,20260101
35000672,4314902,1,1,0.428,1,1,1,1,0,1,1,0,1,1,30,808,53,0.97,20260101
35000673,4304606,1,1,0.33,1,1,1,1,0,1,1,1,1,1,23,812,54,0.94,20260101
35000674,4316907,1,1,0.414,0,1,1,1,0,1,1,0,1,1,33,480,32,0.92,20260101
35000675,4205407,0,0,0.115,0,0,0,1,1,1,0,0,0,0,8,266,14,0.62,20260101
35000676,4209102,0,0,0.138,0,1,0,1,1,1,1,0,0,0,5,97,5,0.72,20260101
35000677,4202404,0,0,0.134,0,0,0,0,1,1,0,0,0,0,9,88,4,0.61,20260101
35000678,2927408,0,0,0.025,0,1,0,0,0,1,0,0,0,1,8,280,15,0.69,20260101
35000679,2910800,1,0,0.106,0,0,0,1,1,1,1,0,0,1,6,255,14,0.57,20260101
35000680,2933307,1,1,0.229,1,1,1,1,0,1,1,1,1,1,34,675,45,0.92,20260101
35000681,2611606,1,1,0.407,1,1,1,1,1,1,1,1,1,1,32,2525,180,0.91,20260101
35000682,2609600,1,1,0.117,0,0,0,0,1,1,1,0,0,1,6,308,17,0.53,20260101
35000683,2611101,1,0,0.146,0,1,0,0,1,1,0,0,0,0,10,154,8,0.51,20260101
35000684,2304400,1,1,0.124,0,0,0,0,1,1,0,0,0,1,7,63,4,0.74,20260101
35000685,2304202,0,0,0.127,0,0,0,0,1,1,0,0,0,0,4,245,13,0.65,20260101
35000686,2313500,1,1,0.422,1,1,1,1,0,1,1,1,1,1,33,496,33,0.94,20260101
35000687,5208707,1,1,0.643,1,1,1,1,0,1,1,0,1,1,10,557,34,0.92,20260101
35000688,5300108,1,1,0.569,1,1,1,1,1,1,1,1,1,1,26,1857,132,0.95,20260101
35000689,1302603,1,0,0.116,0,0,0,1,1,1,0,1,0,1,10,164,9,0.51,20260101
35000690,1501402,1,0,0.088,0,0,0,1,1,1,0,0,0,0,8,324,18,0.67,20260101
35000691,2111300,1,1,0.368,1,1,1,1,0,1,0,1,0,1,20,556,34,0.9,20260101
35000692,5002704,1,1,0.133,0,0,0,1,1,1,0,0,0,1,4,234,13,0.52,20260101
35000693,3550308,1,1,0.467,1,1,1,1,1,1,0,1,1,1,43,1822,130,0.94,20260101
35000694,3509502,0,0,0.027,0,1,0,0,1,1,0,0,0,1,11,130,7,0.55,20260101
35000695,3549805,0,0,0.11,0,0,0,0,1,1,0,0,0,1,11,326,18,0.67,20260101
35000696,3304557,1,1,0.077,0,1,0,1,1,1,1,1,0,1,8,311,17,0.68,20260101
35000697,3301702,1,1,0.494,1,1,1,1,0,1,1,1,1,1,16,1174,78,0.92,20260101
35000698,3303302,1,1,0.838,1,1,1,1,0,1,0,1,0,1,23,601,37,0.88,20260101
35000699,3106200,0,0,0.063,0,0,0,1,1,1,0,0,0,1,6,239,13,0.7,20260101
35000700,3170206,0,0,0.149,0,0,0,0,1,1,0,0,0,0,6,117,6,0.73,20260101
35000701,3136702,1,1,0.31,1,1,1,1,0,1,1,1,1,1,28,1114,74,0.91,20260101
35000702,4106902,1,1,0.353,1,1,1,1,0,1,1,1,1,1,15,664,44,0.9,20260101
35000703,4113700,1,1,0.238,1,1,1,1,0,1,1,1,1,1,26,654,43,0.94,20260101
35000704,4118204,1,1,0.768,1,1,1,1,0,1,1,0,1,1,23,377,23,0.84,20260101
35000705,4314902,1,1,0.498,1,1,1,1,0,1,1,1,1,1,24,778,51,0.92,20260101
35000706,4304606,1,1,0.499,1,1,1,1,1,1,1,0,1,1,17,258,16,0.87,20260101
35000707,4316907,1,1,0.368,1,1,1,1,0,1,1,0,1,1,20,980,65,0.97,20260101
35000708,4205407,1,1,0.42,1,1,1,1,1,1,1,1,1,1,51,1246,89,0.85,20260101
35000709,4209102,1,1,0.284,1,1,1,1,1,1,1,1,1,1,33,1255,89,0.95,20260101
35000710,4202404,1,1,0.415,1,1,1,1,1,1,1,1,1,1,48,2496,178,0.9,20260101
35000711,2927408,1,1,0.334,1,1,1,1,0,1,1,1,1,1,33,976,65,0.94,20260101
35000712,2910800,1,1,0.584,1,1,0,1,0,1,1,0,0,1,17,620,38,0.81,20260101
35000713,2933307,1,1,0.287,1,1,1,1,0,1,1,1,1,1,27,679,45,0.99,20260101
35000714,2611606,1,1,0.377,1,1,1,1,0,1,1,1,1,1,19,836,55,0.93,20260101
35000715,2609600,1,1,0.455,0,1,0,1,0,1,1,0,1,1,12,464,29,0.91,20260101
35000716,2611101,1,1,0.73,0,1,1,1,0,1,0,0,0,1,13,417,26,0.82,20260101
35000717,2304400,1,0,0.132,0,1,0,0,0,1,0,0,0,0,9,342,19,0.55,20260101
35000718,2304202,1,1,0.132,0,0,0,1,0,1,0,0,0,0,4,115,6,0.68,20260101
35000719,2313500,1,1,0.055,0,1,0,1,1,1,0,0,0,0,9,77,4,0.51,20260101
35000720,5208707,1,1,0.247,0,1,1,1,0,1,1,1,1,1,23,423,28,0.98,20260101
35000721,5300108,1,0,0.044,0,1,0,0,1,1,0,0,0,1,7,336,18,0.53,20260101
35000722,1302603,1,1,0.654,1,1,1,1,1,1,1,0,0,1,17,374,23,0.94,20260101
35000723,1501402,1,1,0.296,0,1,1,1,0,1,1,1,1,1,32,498,33,0.94,20260101
35000724,2111300,1,1,0.428,1,1,1,1,1,1,0,1,1,1,17,274,17,0.94,20260101
35000725,5002704,1,1,0.362,0,1,1,1,0,1,1,0,1,1,18,964,64,0.94,20260101
35000726,3550308,1,1,0.064,0,1,0,1,0,1,1,1,0,1,6,108,6,0.6,20260101
35000727,3509502,1,1,0.128,0,0,0,1,1,1,0,0,0,0,5,319,17,0.72,20260101
35000728,3549805,1,1,0.437,0,1,0,1,0,1,1,0,1,1,18,461,28,0.83,20260101
35000729,3304557,0,0,0.125,0,0,0,1,1,1,1,0,0,0,9,319,17,0.65,20260101
35000730,3301702,1,1,0.524,1,1,1,1,1,1,1,1,0,1,21,466,29,0.86,20260101
35000731,3303302,1,1,0.396,1,1,1,1,1,1,1,1,1,1,43,1461,104,0.97,20260101
35000732,3106200,1,1,0.231,1,1,1,1,0,1,1,1,1,1,17,1057,70,0.9,20260101
35000733,3170206,1,1,0.584,1,1,1,1,1,1,1,1,1,1,12,643,40,0.88,20260101
35000734,3136702,1,1,0.623,1,1,1,1,1,1,0,1,1,1,14,644,40,0.92,20260101
35000735,4106902,1,1,0.137,0,0,0,1,1,1,0,0,0,1,6,323,17,0.74,20260101
35000736,4113700,1,1,0.208,0,1,1,1,0,1,1,0,1,1,29,915,61,0.95,20260101
35000737,4118204,1,1,0.36,0,1,1,1,0,1,1,0,1,1,27,954,63,0.92,20260101
35000738,4314902,1,1,0.508,0,1,0,1,1,1,0,1,0,1,20,405,25,0.88,20260101
35000739,4304606,1,1,0.586,1,1,1,1,0,1,1,0,0,1,14,710,44,0.91,20260101
35000740,4316907,1,1,0.442,0,1,1,1,0,1,1,1,1,1,17,944,62,0.9,20260101
35000741,4205407,1,0,0.071,0,1,0,1,1,1,0,0,0,0,8,150,8,0.69,20260101
35000742,4209102,1,1,0.036,0,0,0,0,1,1,0,0,0,1,7,126,7,0.73,20260101
35000743,4202404,1,1,0.067,0,0,0,0,1,1,1,0,0,0,9,218,12,0.72,20260101
35000744,2927408,0,0,0.09,0,1,0,1,0,1,0,0,0,1,11,320,17,0.56,20260101
35000745,2910800,1,1,0.362,0,1,1,1,1,1,1,1,1,1,32,2652,189,0.87,20260101
35000746,2933307,1,1,0.428,1,1,1,1,1,1,1,1,1,1,44,2647,189,0.85,20260101
35000747,2611606,1,1,0.064,0,0,0,1,1,1,1,0,0,0,5,267,14,0.55,20260101
35000748,2609600,1,1,0.096,0,0,0,1,0,1,0,1,0,0,11,274,15,0.72,20260101
35000749,2611101,1,1,0.771,1,1,0,1,0,1,1,1,1,1,16,582,36,0.89,20260101
35000750,2304400,1,1,0.777,1,1,1,1,1,1,0,1,1,1,18,281,17,0.81,20260101
35000751,2304202,1,1,0.036,0,0,0,0,1,1,0,0,0,1,11,105,5,0.65,20260101
35000752,2313500,1,1,0.675,1,1,1,1,1,1,0,0,1,1,20,452,28,0.81,20260101
35000753,5208707,1,1,0.571,0,1,0,1,1,1,1,1,1,1,13,561,35,0.83,20260101
35000754,5300108,0,0,0.062,0,0,0,0,1,1,1,1,0,1,7,107,5,0.66,20260101
35000755,1302603,1,0,0.024,0,1,0,0,0,1,1,1,0,1,8,206,11,0.53,20260101
35000756,1501402,1,1,0.351,1,1,1,1,0,1,1,0,1,1,28,1045,69,0.98,20260101
35000757,2111300,1,1,0.714,0,1,0,1,1,1,0,0,1,1,10,283,17,0.91,20260101
35000758,5002704,1,0,0.048,0,1,0,1,1,1,0,0,0,0,5,322,17,0.69,20260101
35000759,3550308,1,1,0.457,1,1,1,1,1,1,0,1,1,1,18,374,23,0.92,20260101
35000760,3509502,1,1,0.689,1,1,0,1,0,1,0,1,1,1,22,384,24,0.86,20260101
35000761,3549805,1,1,0.656,1,1,1,1,1,1,1,1,1,1,22,428,26,0.9,20260101
35000762,3304557,1,1,0.069,0,0,0,0,1,1,0,0,0,1,9,76,4,0.63,20260101
35000763,3301702,1,1,0.493,1,1,0,1,0,1,0,0,0,1,10,599,37,0.81,20260101
35000764,3303302,1,1,0.42,1,1,1,1,1,1,1,1,1,1,58,2783,198,0.86,20260101
35000765,3106200,1,0,0.128,0,0,0,1,1,1,0,0,0,0,11,323,17,0.61,20260101
35000766,3170206,1,1,0.144,0,0,0,1,0,1,0,0,0,0,4,304,16,0.71,20260101
35000767,3136702,1,1,0.121,0,0,0,1,1,1,0,0,0,0,4,349,19,0.57,20260101
35000768,4106902,1,1,0.72,1,1,1,1,0,1,1,0,1,1,11,476,29,0.91,20260101
35000769,4113700,1,1,0.531,0,1,1,1,1,1,1,1,1,1,42,2300,164,0.91,20260101
35000770,4118204,1,1,0.357,0,1,1,1,0,1,1,0,1,1,20,913,60,0.98,20260101
35000771,4314902,1,1,0.483,1,1,1,1,0,1,0,1,1,1,21,652,40,0.9,20260101
35000772,4304606,1,1,0.586,1,1,1,1,1,1,1,1,1,1,50,1759,125,0.97,20260101
35000773,4316907,1,1,0.404,0,1,1,1,0,1,1,1,1,1,25,553,36,0.94,20260101
35000774,4205407,1,1,0.437,1,1,1,1,1,1,0,1,1,1,45,2175,155,0.93,20260101
35000775,4209102,1,1,0.044,0,0,0,1,1,1,0,0,0,0,4,183,10,0.6,20260101
35000776,4202404,1,1,0.311,1,1,1,1,0,1,1,1,1,1,31,778,51,0.92,20260101
35000777,2927408,1,0,0.03,0,0,0,0,1,1,0,0,0,0,4,132,7,0.6,20260101
35000778,2910800,1,1,0.846,1,1,0,1,1,1,1,0,1,1,19,533,33,0.87,20260101
35000779,2933307,1,1,0.371,1,1,1,1,0,1,1,1,1,1,28,1023,68,0.95,20260101
35000780,2611606,1,1,0.478,0,1,1,1,0,1,1,0,1,1,24,888,59,0.97,20260101
35000781,2609600,1,1,0.13,0,0,0,0,1,1,0,0,0,1,6,327,18,0.63,20260101
35000782,2611101,0,0,0.118,0,0,0,0,0,1,1,0,0,0,6,336,18,0.6,20260101
35000783,2304400,1,1,0.42,1,1,1,1,0,1,0,1,1,1,21,373,23,0.91,20260101
35000784,2304202,1,1,0.515,1,1,1,1,1,1,1,1,1,1,47,2756,196,0.92,20260101
35000785,2313500,0,0,0.039,0,0,0,0,1,1,0,0,0,1,4,191,10,0.57,20260101
35000786,5208707,1,1,0.43,1,1,1,1,1,1,1,1,1,1,34,1035,73,0.93,20260101
35000787,5300108,1,1,0.491,1,1,1,1,0,1,1,1,1,1,30,901,60,0.98,20260101
35000788,1302603,1,1,0.284,0,1,1,1,1,1,1,1,1,1,51,2124,151,0.87,20260101
35000789,1501402,1,1,0.389,0,1,1,1,1,1,1,1,1,1,56,1809,129,0.92,20260101
35000790,2111300,1,1,0.418,0,1,1,1,0,1,1,1,1,1,16,404,26,0.94,20260101
35000791,5002704,1,1,0.262,0,1,1,1,0,1,1,1,1,1,29,702,46,0.97,20260101
35000792,3550308,1,1,0.06,0,0,0,1,1,1,0,0,0,0,6,159,8,0.72,20260101
35000793,3509502,1,1,0.63,1,1,1,1,1,1,0,1,1,1,15,513,32,0.91,20260101
35000794,3549805,1,1,0.215,0,1,1,1,0,1,1,1,1,1,16,964,64,0.97,20260101
35000795,3304557,1,1,0.093,0,0,0,1,0,1,0,0,0,1,10,258,14,0.63,20260101
35000796,3301702,1,1,0.625,1,1,1,1,1,1,0,0,0,1,20,687,42,0.87,20260101
35000797,3303302,1,0,0.061,0,0,0,0,0,1,0,0,0,0,9,79,4,0.69,20260101
35000798,3106200,1,0,0.089,0,0,0,1,1,1,0,0,0,1,8,118,6,0.66,20260101
35000799,3170206,1,0,0.106,0,1,0,0,1,1,0,0,0,0,11,65,4,0.53,20260101
35000800,3136702,1,1,0.062,0,0,0,1,0,1,0,0,0,1,7,325,18,0.6,20260101
35000801,4106902,1,0,0.116,0,0,0,1,1,1,1,1,0,0,10,75,4,0.62,20260101
35000802,4113700,1,1,0.147,0,1,0,0,0,1,0,0,0,1,8,222,12,0.53,20260101
35000803,4118204,1,1,0.602,1,1,0,1,0,1,1,1,1,1,10,544,34,0.83,20260101
35000804,4314902,1,1,0.718,1,1,1,1,1,1,0,0,1,1,15,700,43,0.82,20260101
35000805,4304606,1,1,0.045,0,0,0,1,1,1,0,0,0,1,10,150,8,0.57,20260101
35000806,4316907,1,1,0.31,1,1,1,1,1,1,1,1,1,1,53,1074,76,0.9,20260101
35000807,4205407,1,1,0.21,1,1,1,1,0,1,1,0,1,1,21,774,51,0.97,20260101
35000808,4209102,0,0,0.081,0,1,0,0,1,1,1,0,0,1,8,153,8,0.63,20260101
35000809,4202404,1,1,0.454,0,1,1,1,1,1,1,1,1,1,51,1747,124,0.85,20260101
35000810,2927408,1,1,0.506,1,1,0,1,1,1,0,0,1,1,10,535,33,0.81,20260101
35000811,2910800,1,1,0.422,0,1,1,1,0,1,1,0,0,1,17,358,22,0.88,20260101
35000812,2933307,1,1,0.246,1,1,1,1,0,1,1,0,1,1,24,775,51,0.92,20260101
